condition_id,qubits,noise_steps,depth,hidden_dim,model,step_parameterization,trainable_parameters,parameter_ratio_vs_independent,parameter_reduction_percent_vs_independent,reconstruction_fidelity,generation_wasserstein,generation_mmd,runtime_sec,quality_drop_vs_independent,efficiency_notes
q6_T10_d2_h96,6,10,2,96,cnr,one_step_cnr,12912.0,0.0016113895489307322,99.83886104510692,,0.642096479733785,0.06639844675858815,51.904442984610796,-0.17915624380111694,compared against independent-step reference under same condition
q6_T10_d2_h96,6,10,2,96,independent_step_quddpm,independent,8012960.0,1.0,0.0,0.17836561053991318,0.821252723534902,0.7694648305575053,707.848183051683,0.0,compared against independent-step reference under same condition
q6_T10_d2_h96,6,10,2,96,msquddpm,shared_time_conditioned,801800.0,0.10006289810506978,89.99371018949303,0.17720859497785568,0.814525286356608,0.7416227658589681,51.33458323124796,0.0011570155620574951,compared against independent-step reference under same condition
q6_T10_d2_h96,6,10,2,96,quddpm_baseline,shared_time_conditioned,801800.0,0.10006289810506978,89.99371018949303,0.2143749346335729,0.8648908336957296,0.8850334684054056,66.06071636887889,-0.03600932409365973,compared against independent-step reference under same condition
q6_T10_d2_h96,6,10,2,96,t_msquddpm,shared_time_conditioned,801264.0,0.09999600646951938,90.00039935304807,0.16533125191926956,0.8096056381861368,0.5768915017445883,51.58153941730658,0.013034358620643616,compared against independent-step reference under same condition
